Review-Text,Review-Date,Star-Rating,Web-Site
"This car is true suv with a smart voice assistant system. The engine is much powerful then other SUV's in same price range. The Hector have a large panoramic sunroof in which at least 3 kids can stand easily. The fuel economy is low as compared to some famous SUV's in India like duster and creta. The boot space is quite good. It's trunk is very large and we can put up to 5 suitcase without removing the compartment which is present in trunk. The glimpse of car is enough to make anyone love it. Overall,it's it is a good car with comfortable seat.","July 22, 2019",5,carwale.com
My Dream My Self Car MG Hector Traval With My Family at Hill Station Thanks For MG Hector Staff To Provide This Service. It is family Member of my home,"July 04, 2019",4,carwale.com
The buying experience was awesome the staff of the company welcomed us in a decent manner and there were lots of extra offers with the product my riding experience was awesome as I have drived Scorpio first but when I drive mg hector it was a quite luxury experience I had drive. 300 km till now and promisely it is just fab I think there are no cons for this car,"July 20, 2019",5,carwale.com
This car was amazing. I like an I love this car. Compared to car prize was almost nice. An in a budget. Car look is so lovely. An so comfortable for seating. An all facility was so nice.,"August 12, 2019",5,carwale.com
I like this car and i planed for purchase...price is allso good we can afford it...I really happy with this car. I want to purchase and gift this to ma son.dreem car is this I really happy happy happy,"July 05, 2019",5,carwale.com
"Its really internet Car ,Superb looking car nd great pickup thanks to Fiat engine Interior So Unique and next level looking car Hightech system unique futurostic like a concept car seats are very cusiony nd soft leather using great sound system interior console is better than harrier over all great Come back all the best MG Group.","June 27, 2019",5,carwale.com
Hlo mg your product hector is fire in indian car markit but it creat more fire when you lonch hector in 7 seater varint because of large indian families thanks for a greatful product I am very attract with your voice comand system And boot space is very well for indian familes . And provide autonomas bracking system,"August 12, 2019",5,carwale.com
Very good car mg hector ride safety and suffuly and next generation car and look very very like it dis car colors very pretty car is very long and 5 seater and look in tha road and 300 kms and 5000 kms ride comfortable ride not tension and very long range and low rs car is very nice and osm not fighting all car,"August 09, 2019",5,carwale.com
It is so beautiful and talented young generation car When I ride this car I got so surprised and the interior design is so beautiful And the exterior is awesome design and the rest of your own business and the other hand and the interior design and the interior and exterior view of the car is so beautiful,"August 17, 2019",5,carwale.com
Whatttt a car Hats of f to MG One of the high end car in a reasonable deal No doubt its gona be car of 2019 in india. As i went for booking it has waiting for atlst 6 months. N im eagerly waiting for it. I had a test drive. I got feeling of some high end car. U will think the price is less than other cars but other than that there no compromise in car looks or performance.,"July 05, 2019",5,carwale.com
"Driving Smoothly & Feeling Comfortable while sitting in car. Feeling amazing while sitting in the car. It's features was obviously good with compared with Creta, Harrier, Compass. It's was truly amazing experience","June 29, 2019",5,carwale.com
"LOVELY CAR IT IS, I HAD ALREADY BOOKED SHARP 1.5 DCT PETROL. WILL GET THE DELIVERY AT THE SOONEST AND WILL GIVE MY REVIEW AFTER DRIVING IT FOR FEW KILOMETERS, TILL THAN KINDLY WAIT FOR THE REVIEW TO GET IT FROM ME AND WILL DEFINITELY GIVE THE REVIEW ONCE I DRIVE IT. MAJORLY I LIKED THE 360 CAMERA WHICH IS THE LOVELY FEATURE IN THIS CAR.","August 25, 2019",5,carwale.com
"Hector has been one of the most exciting introduction of 2019.Hector challenges harrier,creta,xuv500 and compass. Overall its good highly recommended .. test drive it for feel the experience .... It's looks damn heavy , performance is much more than I expected ... Nice engine coverings .. more boot space ...","July 20, 2019",5,carwale.com
Actually this is what i was looking for best in class amazing car this is professional car maintain all the need about fetching the driver safety also have and mindblooing interior and the most important the internet car that is just amazing so just love with thus car driving whis vehicle on the road is like just amazing experience,"August 17, 2019",4,carwale.com
This is amezing car in this range superb suv car amezing look and very comfortable really i felt very comfortable and i feel very pleasure when i was drive this car This have good performence on indian road there service is also to good,"July 01, 2019",5,carwale.com
"Really superb car, stunning interior design and out side looks awesome value for money.desiel variant really superb.its available all economic groups, seating capacity 5 members veruly comfortable","August 09, 2019",5,carwale.com
The love is the technology and the features at such price. All in love. This means the real car with tons of specifications and features. And the driving comfort is at its best. Hector means real SUV.,"July 15, 2019",4,carwale.com
Best cars ever i have seened before in my life Its features are unbelievable and voice sensors are also very good and strong network. these have better performance and i love its endurance ccengine its average etc,"August 28, 2019",5,carwale.com
All over this a good suv in this range but the seats are not comfortable than harrier and others otherwise it is very good. My personal experience is good but MG can give some more features to attract the people.,"July 05, 2019",4,carwale.com
My driving experience is very good in mg hector. Good space and very easily change the gears and mg hector performance in highway is awesome. My experience is awesome in mg hector and I am suggest you buy it.,"July 05, 2019",5,carwale.com
"Mg hector is a new member in India. It will make royal life(royal look, good performing and right price at right one). Especially voice control is a good feature. The car will make goodwill on society.","July 22, 2019",4,carwale.com
A very good car Really love it... and my friend getting delivery this car on next week .... this is a marvellous car.. and gang itself like this car so much... we all 'll plan to buy car,"September 04, 2019",5,carwale.com
MG HECTOR IS A BIG BLASTING CAR I REALLY IMPRESSED WITH THIS CAR WORLD 1ST BUDGET SUV CAR SAY AGAIN AND AGAIN I LOVE THIS CAR TOTALLY PEOPLE CREZY WITH THIS CAR JAY HIND LOVE FROM INDIA.,"July 20, 2019",5,carwale.com
It is Nice car with all connectivity and superb features .its nicely drive on road .it is internet connectivity .it has voice feature which work perfectly .,"September 04, 2019",5,carwale.com
Best car that i have ever seen in this price range best exterior and interior awesome engine performance and power Best car that i have ever seen in this price range best exterior and interior awesome engine performance and power Best car that i have ever seen in this price range best exterior and interior awesome engine performance and power Best car that i have ever seen in this price range best exterior and interior awesome engine performance and power,"June 29, 2019",5,carwale.com
This car is new technology and internet car and manufacturers halol Gujarat very nice and looking so great and medium range on this car. So I am impressed this segment launch best international fictional on this internet car.,"July 15, 2019",5,carwale.com
This car is fabulous. Look wise so good and performance also better than other car. This car fuel efficiency is better with 170 BH power engine . This car is really value for money.,"July 03, 2019",5,carwale.com
"Not a 7 seater No hill descent control Spare wheel to be made of alloy Tyres could be more wider Can be upgraded to dual tone wooden coloured dashboard Tailgate ajar warning required Upgrade to dual tone interior Non Availability of:- Ventilated seats, Remote operated fuel tank lid, Rain sensing wipers & Lumbar support 4WD","June 27, 2019",2,carwale.com
Better then all SUV special hector mg is big brand mg provide luxury features mg hector buy person feel then luxury cars riding so comfortable look si so beautiful luxury design seviceing cost is low mg provide all features best SUV in the world all most fully loaded luxury features no cons in mg hector,"August 02, 2019",5,carwale.com
"Hector is an one of the best looking SUV and it is big.. it ride's well on Indian roads.. suspension is very good.. performance of 2.0 engine is good 0-100 takes around 11 second.. Safety features are very good in hector.. from base model itself.. they give (ABS, EBD, ESP, TRACTION CONTROL, HILL HOLD, DUAL AIRBAGS) no other SUV have this many safety features in base model.. Low cost maintenance and 5 years unlimited Kms warranty.. and 60% buy back after 3 years.. gives peace of mind to any customer Pros.. one of the best suv.. undoubtedly... Better than all in segment.. Cons.. looks little bit slim (smaller in width) few colours Fully electric hector would be one blast choice","June 29, 2019",5,carwale.com
I am excited Its amazing car Its Amazing thank You .excellent work Superb look Luxury Look like BMW Can't explain it it's new version Experience good with this car Fabulous Amazing Colour block love it I suggest pls buy this car,"July 11, 2019",4,carwale.com
Super looking..... Nice interior also.... Trusted brand.... 4 air bags... With luxury looking.... Comfortable seating... Affordable price.... Driving is very comfortable because its features... Tyre pressure also monitored by display units and powerful engine... That to mileage also good some what... Sun roof arrangements also good.... Finally I Love this model,"September 15, 2019",5,carwale.com
I have a very good experience with mg Hector this car is superior and fantastic in quality and the driving experience is superb .mg is a good choice to by under 15 lakhs .the interior is mind blowing and the space is just fantastic.enough space for rear passanger and boot space is sufficient.excellent job done by MG.,"July 30, 2019",5,carwale.com
"Buying experience was excellent . Only problem was RTO registration and certification. It's become a long waiting process. 2. Drive I have completed about 4000 km. Hill as well as express highways. Car is very comfortable and breaks are excellent. Centre of gravity of the car is perfect. Just doesn't skit or vibrate or jurks on high speed breaking. Suspension is good. Does not jump on bridge joints at high speed of 170 km/h. Give an average of 13-18 depending upon your driving and road condition. Cruse is very friendly to use. Electronics is handy . Overall very nice car to drive. Regarding looks , it can be judged by people looking at the beast when u pass by. Servicing was a cool experienced with obviously new dealers and supervisors. They would take some time to get get experienced. I witnessed two problems one at a rainy night the head light seems low. And the wiper leaving a foggy strain on the glass for a second which is a issue and lastly the speed limit alarm at 80 and 120 is very irritating . This has to go in some update.","August 06, 2019",5,carwale.com
Excellent interior nd exterior design. But the vibration is hevior at the clutch nd accelerator.so much vibration during the change of gares. Huyndai creta is more better than mg hector,"July 13, 2019",4,carwale.com
Awesome . No one can beat it. It is better than others and best in itself. Price and style is hood. Easy handling car.. must drive. Must purchase.... Nothing other than this,"August 17, 2019",5,carwale.com
"The luxury car with lots of features and technology,the newly feature of indian car i.e internet inside impressed me very much. The boot space is also more talking about the leg space, very comfortable for the tall person","July 13, 2019",5,carwale.com
"Just a small ride gave bug and lovely experience , i will but this shortly , just no words to say MG welcome back and u rocked it , its very good vehicle compare to many vehicles below 20lacs","August 21, 2019",5,carwale.com
"It's a best car at lowest price ,exterior is awesome .interior is also look high class. So it's better than creta ,harrier ,mahidra Suv look classy and awesome just like Higher class car.","August 23, 2019",5,carwale.com
What an amazing car at very aggressive price its 1st product of mg and it will kill tata harrier jeep compass etc amazing looks however spending 20 lakh to a new car company can be a risk but otherwise this is best product and a very feature rich car even its base model has all features and safety like traction control abs ebd etc love this carrrr my favorite Carr??????,"June 30, 2019",5,carwale.com
"it was a great experience , lots of comfort and fully loaded with amazing new features. no other car can compete in this price. the major attraction is its exterior and comfort too.","July 03, 2019",5,carwale.com
I take a test drive of this car that is amazing great interior and exterior look and the maintenance of this car is normal as others cars and viice command system of this car is great in short mg hector is value for money,"July 05, 2019",5,carwale.com
"Engine specs are great compared to it's peer in the current market but it lacks in internal quality as the plastic on the dash board seems to be cheap . I doubt the built quality of the car as well including the body and the chassis. Overall if you're buying this car, it only has to be for the engine and nothing else. The internet connectivity feature seems to be fancy at this time as the consumer are yet to get adopted to these kind of systems.","August 24, 2019",3,carwale.com
"Buying experience was fair enough and fullfilled the requirement. As i went to showroom with my home work so it was not much difficult for me. Ride quality of the petrol hybrid is really nice amonst the segment and it satisfies all the needs of urban middle class driver. Looks are also sharp and very attractive. There are no edges in car which makes the touch feel smooth and very nice. When it comes to performance, the petrol engine powered upto 170 Hp makes the most out of it when driven and correct rpm and gears are shifted accordingly. Servicing can not be commented yet as we have not driven it more. Maintenance will be according to the driving habit and quality of roads you will be driving.",,4,carwale.com
"It’s amazing car, which I have booked in Mumbai, had wonderful test drive. When I reached showroom, had warm welcome from MG team, they had provided all information of car and practically demonstrated all functions of car.","July 07, 2019",5,carwale.com
I have never seen this car in my life which can be talk to drivers and other members of the car. The advertisements of this car in televisions surprise to me and make me to think about it.,"July 01, 2019",5,carwale.com
"Amazing car with special features ,aggressive prices no car can beat this variant. As well as internet connected safety improvement high, low service cost maintaing,nice car in this price range loved it really don't miss it hurry up","September 04, 2019",4,carwale.com
"Best suv for latest and Young generation and there r not so much service center, but in future it will be wide all over india, service cost is not so much, but it is the very fantastic car for long drive I love it","September 13, 2019",5,carwale.com
The MG morris garage has launch company in india it is an gorgeous company MG Hector the first car that has been launch in India best car it has the headlamps at bumper it looks nice and stylish and day time running lamp ALTHOUGH IT IS GOOD CAR.,"August 18, 2019",5,carwale.com
"It is safe to say that MG Hector will set a good enough benchmark for other manufacturers in India on the basis of car's giving performance and facilities in a affordable price. The ride on this car was amazing it has good comfortable seats and a good postured driving experience. Posture is very much important when it comes to driving in long or short distances, and Hector is the best one in the market right now. The buying experience was easy and fast the showroom management is very flexible and friendly they help You in each possible way. About the looks You'll understand the definition of British Classy'ness in this crossover The infotainment system, the subwoofer, the infinity sound system is just mesmerizing. So go buy it You won't regret it!","July 11, 2019",5,carwale.com
I love it there I get a value of money because the gear is so smooth and it can also be controlled by our phone and it is very easy to control I really get the value of my money and I really love it,"August 09, 2019",5,carwale.com
It have amazing technology and beautifull design very nice interiors and exterior in an surprisingly price and powerfull engine for perfect rideand the most attractive name MG Hector,"August 24, 2019",5,carwale.com
In this MG Hector features are amazing and in this safety also superb why because in this 6 Airbags are there in this car and voice recognition and we can operate with our Voice recognition and Etc. All feathers are great to Buy this car And i loved This Car and i want to Buy this car in In one year to be and i to drive and exterior and interior feathers are awesome awesome and i Love This MG HECTOR,"July 20, 2019",5,carwale.com
The buying experience is good And customer service is pretty nice the only problem is that MG basnet expanded a lot in india it'd mainly in metro cities and can provide services over there the riding experience is good that lower u feel in engine wheelbase is little small but covers up at last looks are good u get a big info screen that has multipurpose . Pros-good price budget car Cons-service isn't available everywhere in india,"August 03, 2019",5,carwale.com
"i haven't purchased the car yet, but sure test drive experience was amazing. the car is equipped with lots of features, use of chrome is best. the Mg Sheild package was quite surprising but it is helpful for frequent buyers like me. The biggest Cons is.. is not providing service centres in every city.","July 28, 2019",5,carwale.com
"Buying experience late delivery Riding experience owesome Exterior look excellent Interior look cool, best sunroof, Performance was best Maintenance dont know bcz car is new Unbelivable features in this car","July 31, 2019",5,carwale.com
"One of the most luxurious and beautiful budgeted car in india. In my experience it is the best and amazing car, fully lodded MG HECTOR is the best car in Indian market for a good price range.","July 15, 2019",5,carwale.com
I have not yet seen a classy suv in this price range.I was excited very much about this suv as i knew that this will surely make a great revolution in the automobile market.As we can see the suv is very gorgeous looking outside and pretty better than that at inside.It has got more than its expectations.This car cannot be praised in words.It has got a 10.5 inches of vertical screen and all the AI we need at the moment.It has also got the sunroof in it's base varient which is a great thing.It's far more comfortable than the other suv's in this price range.It will not only give complex to the suv's like harrier and creta but also can compete with the suv's with price range of more than 20 lakhs.This suv has got everything like the great screen and the great AI also the seats are far more comfortable than any other suv's aslo it has got a large boot space and a 500 litres(approx) Dikkey space which can hold a week's luggage easily.This car is very much comfortable for the long drives and also suitable for short ones.,"July 05, 2019",5,carwale.com
I used to drive a sedan. I came to a conclusion about changing my car and has to be a compact SUV . MG hector blower my mind and iam definitely planning to own one. There are plenty of compact SUVs in the market but neither of them shows up with such an experience,"July 11, 2019",5,carwale.com
Mg HECTOR is best because it has power more than harrier and harrier does have feature like HECTOR but buy diesel if Manuel and automatic than petrol I will recommend this car to you,"September 01, 2019",5,carwale.com
"Only one word to describe it - ""Its just Amazing Car !"" Its headlights are just like eyes gorgeous eyes Riding is too smooth and service is best all over It is the car which have best look after Fortuner I think or according to me?? Till I don't find any Cons in it If later I will mention Over all best car","August 10, 2019",5,carwale.com
As per reports from UK the SUV is prone to early rusting. Very little driving pleasure. It's ok for people who have a driver. There are other SUVS which offer better value for the money. I'll wait for more reviews before marking up my mind. I don't agree with such large number of bookings. It seems many would result in cancellation.,"September 05, 2019",2,carwale.com
Very good car with lots of comfort and very grt experience I feel that this car is really worth for that money A little modifications can modifications the car even more crazy The sunroof Is also good,"September 16, 2019",5,carwale.com
This car is my impression and have a goog look and very smart. This car is fantastic and so lot to describebit but there is no words to Express it. I wish i will biy this car soon.,"August 24, 2019",5,carwale.com
I dont have this car but this car is so good i am thinking to buy this car it so good and has so many fearires in such a low price it is i think it so confortabel i like this car so much that i have no more words it so many -many features amazing car i think it is so cool car have a app to find lock and unlock systems i like this car so mych no words now WHOSE SO EVER MADE THIS CAR IS AMAZING ...,"August 22, 2019",5,carwale.com
"Superb look, when i run my car it is running very smooth no sound listen in the car, vrry good interior and look wise is also looking very good. So i can say this car is valur for money..","July 05, 2019",4,carwale.com
That's very lovely day when I buy mg Hector 2.0(D) it's very fantastic car and driving experience too good it's look very sharp (same as name) mg Hector give me thrill.. When I drive,"July 18, 2019",5,carwale.com
"Awesome car to drive and best in class, Low price but excellent SUV. Everyone needs an SUV who loves the car. MG Hector a Small SUV but it's 2.0 bs-6 diesel engine gives more power. It's Platform and interior design are so good and the sunroof of MG Hector, the outer design is excellent. The middle class who needs an SUV MG Hector comes to fulfill these dreams.","July 28, 2019",5,carwale.com
"Although I did not have the ability to buy a vehicle, I had the opportunity to drive this vehicle a little farther and my confidence in the driver's seat increased. Luxury vehicle for the poor, Good performance, cheep and best, and Royal look,New India's new vehicle, It was the only vehicle that hit the hearts of the people of india. India's road to conquest:","September 16, 2019",5,carwale.com
It is a first interten car in India and this is very beautiful car amazing car it's look like as bomb and sporty look i am really impressed by this car. It is very surprising car in indian,"July 09, 2019",5,carwale.com
Riding experience is supb luved it must buy dis car and interior is awesome and services maintain is simply supb and red colour car is supb mileage is also good compare to other cars,"July 05, 2019",5,carwale.com
Nice car feature-packed but tyres should be big for an SUV like mg Hector. I would prefer everyone to go for this @ budget of 20 lakhs. It's a value for money car. I have seen the features of this car it's simply superb. Great car great feature value for money power-packed. But tyres should big and improvement need in ground clearance minimum 200 mm,"November 05, 2019",5,carwale.com
Value for money Super pick up and comfortable Awesome interior and exterior Nice service And also it's a very lovable car by all others... It's new with all other features... Foot space is good Ac was super cooling I like it Audio and touch display was so good and easy to use. good road clearance..,"October 09, 2019",5,carwale.com
"It was amazing product by MG my buying experience was much better and as well riding is superb in MG The looks is best in segment compared to any other brands product........ This is the king in this segment and VALUE FOR MONEY PRODUCT This brand gives me a lot of happiness and pleasure experience. Thanks, MG","October 09, 2019",5,carwale.com
Good performance and nice looking and attractive and feel good while driving and music system is good and voice amd feature is also good and exterior is also good. And comfortable.,"October 23, 2019",5,carwale.com
The perfect SUV which I have been looking for my entire life. Which you just try a test drive you will definitely go for it. Just like the ad its completely an Internet car. While compared with the price the features mg provided will double the value. Its simply smooth and powerful car. The muscular car. I just love this car.,"September 22, 2019",4,carwale.com
It was overall good and you will get a royal experience. It is best in its tailgate is auto-opened and it's fabulous. The legroom in the backseat is awesome. The panoramic sunroof is a bliss.,"September 22, 2019",5,carwale.com
super car in looking wise and in also avg wise at this price mg hector is one the beautiful car white colur is one of the best car according to me interior is also good with good quality of ac,"November 10, 2019",5,carwale.com
"Excellent driving comfort ,out look is good ,interior spacing is very good except for 7 seater mode ,overall performance is excellent ,could have setup an automatic for diesel version too ,over all super","September 17, 2019",4,carwale.com
This car most popular and look great mileage is best. this car performance super And Price is mid-range. This car most likely Other cars best most likely this higher profile car.,"November 27, 2019",5,carwale.com
"I have driven my car past 8350 kms, this is a great car, designed for the normal family person and his aspirations, perfect value for money, it is a pleasure to drive this not only in the city but also on the highways, with a lot of fun to drive features without stressing the driver. Coupled with all this it gives unbelievable mileage, best in class. I think this is a once in a lifetime product which ticks all the boxes and also gives that little bit extra, very unfortunate that some owners have reported clutch issues I think the issue might be lack of driving technique, with too much clutch manipulation. I will highly recommend this car ...","November 14, 2019",5,carwale.com
"Amazing car to buy good space and nice engine sound system is perfect and looks wise it's a little bit tall n narrow but for daily use, it's amazing and smart car connect feature is fantastic","November 14, 2019",5,carwale.com
Amazing car in this segment ...good milage good suspension good looking ....worth it car i love it ...second car own by me fortuner but this car comfort me more then fortuner ...is time market me isse acchi car nahi hai jiska bhi budget hai aankh band karke le lo,"October 02, 2019",5,carwale.com
"1-I does not purchase this car but I impressed I sure buy this car on 2021 2-i don't ride on the car but quickly I ride 3-its looking beautiful form two side, sun roof and interior look 4-i don't know about service but I am with my faith it's maintenance is good 5-really so nice love MG Hector Love you, MG Hector,","September 28, 2019",5,carwale.com
"There's no other car with these many features at it's price. Spacious seating, internet assistance, luxurious look, Voice control is the best part. simply to put into words for its value it's totally worth it.","December 01, 2019",5,carwale.com
"Excellent experience, safety measurements are very good, technical features are amazing, the best SUV for Indian Roads, price is a little bit high, Look was stunning, I strongly suggest this vehicle","December 23, 2019",5,carwale.com
"This is an very comfortable car , while riding this gives an experience of an luxury car with smart feature loaded , it is a stylish car with some sporty look from exterior and of we talk about its interior is very good and it is an atractive car with low price it is a car which is having internet inside it",,5,carwale.com
"Amazing driving experience and looks beautiful ,I have driven brezza, creta, XUV500 and now mg Hector among all I like this car, super features, excellent driving experience Thanks for MG for providing","October 04, 2019",5,carwale.com
Drive for a short duration Rides like SUV due to its clear view and big glasses Boot space is very good Good interior The exterior look is awesome Internet inside is the first scene technology among cars Little disappointed is Tyre radial should be bigger Dimensions in length are a little bit bigger for a city drive Else perfect launch for Indian road,"September 27, 2019",5,carwale.com
Its a very stylish and smart SUV in the market at a very affordable price ...looks very reach class...a brand like mg is giving almost everything in this SUV ... I like the voice commands ...value for money.,"September 24, 2019",5,carwale.com
It's awesome sub for India because of it's have wonderful feature in this price Fully luxurious experience Like audi q5 bmwx3 even Volvo s60 Awesome price for this suv sunroof is classic Fully controlled by voice command and internet,"November 06, 2019",5,carwale.com
Awesome I feel so comfortable while driving my car it's just unbelievable that MG has given some fantastic features just like voice control of car. I feel the car driving as well as sitting in car it's so so comfortable I just can't believe in that it's awesome. That's why I am very excited about this car and I have rated this car with 5 star,"October 28, 2019",5,carwale.com
"This car is so delicately designed, the best mid-size SUV till now. While sitting and driving you will feel royal as a king. I am a 6'2"" feet tall man and always have a height problem in cars. According to me MG Hector is best choice for Mid-Size SUV.","November 03, 2019",5,carwale.com
Nice car. Low budget than buy this car.I am suggesting buy this car because this car is value money. So I this buy car. Nice look nice color... .. nice spaces. Nice drive..nice. the problem this car is only 5secter. This car capacity is 7secter. But then this is the most complicated car. One of the best car in this price range.so buy this car,"November 11, 2019",5,carwale.com
it is a nice car its features are good and nice its voice-based tabs are perfect ones it is a perfect car for every one it buying experience was good the employs does a good manner with us its a nice car experience was good.,"October 10, 2019",5,carwale.com
My friend bought this car and I am also intrested to buy this car that why I tried to have some little experience of this car . Drive is really smooth and most amazing thing about this car is the space is too much inside so comfort level is good and the sunroof is amazing.Led screen gives a very good feel on dashboard .,"October 28, 2019",5,carwale.com
"When you drive MG HECTOR do you know what SUV called, front of this car all vehicle looks like a dwarf. It's exterior and interior gave such a nice decoration, texture, features and updated technical work speechless mindblowing.","November 21, 2019",5,carwale.com
This car is a first internet car and like the model and i like the features in the car its self and it's features look like a luxery car model the features and technology are and i love to buy this car at any cost of it and i love MG Hector I love MG Hector Car In this mg hector we can see the safety also its a very good features in this 6 airbags are awesom and that 10 inches minipad is awesome in this MGHector car,"October 25, 2019",5,carwale.com
"Superb is a small word for this car, it has everything needed in a car, the total value for money compared to other options available in its range. Will update post-sale review in someday","December 09, 2019",5,carwale.com
this is good car for looking on showroom or youtube video but that's not good looking on the road because of its tyres this car have big in size but tyre size is to small so i don’t like much more,"September 29, 2019",3,carwale.com
Its really awesome and nov violence car with awesome gear quality.it has double decar system with full road grip.the gear system is really good.it is very comfortable to long drive.,"October 25, 2019",4,carwale.com
It's a super car from mg company. It has so many features and more comfort. They gives us 5years km warranty and 5years road side warranty and 5 total free services. It has a bold look. Super SUV from MG motors.,"October 25, 2019",5,carwale.com
I like this SUV its interior is so beautiful and its pickup is is so wonderful I think ok this is amazing car its technology is so wonderful and when we sit in the car the cars interior is very beautiful,"October 08, 2019",5,carwale.com
"*Have not bought the car* 2. Riding Experience: To understand Hector properly, you'll have to drive it first. It is a big car and by big I mean bigger than XUV 500(In terms of length) and it's a heavy car. For a brief moment you'll forget about it's weight because of the incredibly light steering wheel but on corners and harder braking scenarios, It's quite evident. The front seats offer adequate under thigh and lower back support but would have loved it better if it had an option to control the lumbar support. The seats keep you in place during turns and is cushioned just right to offer better comfort over prolong periods of driving (Driven 300+kms in a stretch) Rear seats have more than enough headroom and legroom but you might end up wanting a little more under thigh support. I think that is compensated by the option of reclining rear seats which is a really good feature in my opinion. The Sunroof is massive and lets in a lot of light. Only the front portion opens up but is big enough. (Would highly recommend people from not sticking their body out). The suspension is soft and by soft I mean it's really good on uneven surfaces but when driving at highway speeds, it can get a little over wobbly oven sudden undulation. This is why I feel, it's a better car for in city long distance drives. Visibility all around is great except the rear where I find the rear glass a little too small but that is where you can use 360 degree cameras (Really helpful in tight parking spots) though the quality of the camera is not even close to being the level needed in a 20L+ car. The screen is BIG and has tons of features (Watch online videos for indepth) In short, it's good but laggy and annoying at times. In built TOM TOM maps is bad and not updated. Thank god the car has Apple Play and Android Auto, GOOGLE MAPS to the rescue. I think the best way to describe the cabin of Hector is that it's looks premium, first impression will be of a really high end expensive car but after sometime, the quality feels lacking and straight off cheap. No rattling sounds over my test runs but a few owners reported rattles from the sunroof. 3. Details about Looks, Performance, etc.: Looks being a subjective matter, i'll leave it for you to decide but I can give my two points about it: a) The car does not look well proportioned. (From back, looks too narrow, from sides, looks like an MPV due to smaller wheels and weird shaped quarter windows, looks the best from front.) b) The rims are perfectly sized but the tyres is what needs help. Narrow tyres and small side walls look bad with the body bulk on top. It desperately needs thicker and wider tyres. Current ones squeak over every sharpish turn. Not adequate. The 2.0 litre Fait engine is probably the best part about the car. It's punchy and decently refined. Won't leave you wanting more. I was able to get roughly 16 kmpl on highways and 12 ish within the city. Brakes are really good and give a very confidence building feel. Servicing and maintenance: Only time will tell about these factors but MG's 5 year warranty does give a sense of relief to a rather new and unknown brand. Pros: a) Bang for the buck. Feature loaded to the brim. b) Wonderful cruiser. c) Spacious for passengers as well as cargo. d) Very easy to drive. Does not feel big due to the light steering wheel. e) excellent engine. Really good drivability and decent fuel economy. f) Soft suspension offers really comfortable ride in city speeds but definitely not meant to be driven enthusiastically. Cons: a) Misses out on some really obvious features. Auto dimming IRVM, Ventilated seats, etc. b) Laggy screen (really disappointed) c) Overall plushness d) 'SAD' tyres. Needs an upgrade. e) Unknown after sales and service.","October 14, 2019",4,carwale.com
"This is the most value for budget variant, most features are available and with the 12-inch infotainment system, this car is irresistible. Further, I must say this car is a little costly. But even a little cram in budge shouldn't stop you from buying this car. If you have budget problems for 1-2 lakhs you could o with Nissan kicks. I know people think badly of Nissan but trust you'll just love this car. Thanks.","December 13, 2019",5,carwale.com
"If we go for budget, this suv come under budget, and this suv give the best riding facilities, and what a look of headlight and tail lamp. It also takes less maintenance and service, and it has the best suv seen in my life. It has a comfort zone, leather seat and great display. This suv also show terrain facilities.","December 24, 2019",5,carwale.com
The very cheap car I took this car by seeing look but the engine is a very worst clutch problem and service is very. Worst please don't buy this while taking a car they will speak very polite but when I got engine and clutch problem they not even bother about that instead of buying this worst car you better buy nano.,"November 28, 2019",1,carwale.com
"I have purchased a new mg of petrol version I liked everything but the city drive it gives me low mileage. Regarding space and comfort, it's good and feels like a muscular one..",,4,carwale.com
Pros. Looks and interior Cons. Lack of pickup when u accelerate it doesnt reacts and suddenly it reacts. To switch on ac u have to wait in heated car for 30 seconds and than screen turns on and u can switch on a/c. Worst ever owned vehicle. My driver says wagonr is much better than this as far as the pickup is concerned.,"October 11, 2019",1,carwale.com
"Its the best off all in this price segment, MG build with stylish looks awesome, It's premium plush interior and exterior lots of features beat India coming in this price range, It will make big grounds all over the path of miles ahead. I wish to be an MG family member soon. Truly beyond a great honour of pride.","October 02, 2019",5,carwale.com
