Review-Text,Review-Date,Star-Rating,Web-Site
"I had to write this review. It’s been about 5 months since I am driving Jeep Compass and mileage on odo just crossed 12,000 km. Bought it on 21 Feb 2019. Car was available quickly as they were clearing off 2018 stock and I got approx 90k benefits. Buying experience was awesome, smooth and spotless. I requested my chosen day delivery which Landmark Gurgaon guys were able to accommodate. First look of car and must say I fell in love with this machine. Car was delivered around 7 pm on 21st Feb which was a bit late. Didn’t know if any pre-delivery checks needed to be carried out by dealership guys at that point of time. But just got the car keys handed over in a ceremonial style with dealership guys clapping and taking pictures of key handing over. First 500 KM: Spotless except one incident. Just before 500km on odo, car suddenly stopped and would not start. “Service Engine” message was popping up on instrument panel. I had to wait for about half an hour before trying to start the engine. Engine started but it was enough for me to get worried. Called up my dealership contact and told him about the incident. Next day he sent someone from dealership and the “engine service” message was taken care of presumably by hard resetting car’s info message panel. My dealership contact told they had topped up engine oil and done pre-delivery checks which were not done at the time of delivery. I was surprised how could they miss that! But didn’t know myself about this check at the time of delivery. First 5000 km: Got my first free servicing done at 5000 km.Experience was quite nice. Service center in Sector 34 Gurgaon had AC waiting hall and offered coffee and water. It took around 5 hours in servicing. They did wheel alignment and balancing apart from topping up all oils. Interior and exterior of car got cleaned. I had two long trips by this time: first of about 1300 km to and fro Delhi-Haridwar-Mussoorie-Delhi with a bit of detour and second of about 2000 km to and fro Delhi-Lucknow-Gorakhpur-Muzzafarpur-Delhi. Overall driving experience was awesome. It was March and weather was still a bit cold. Took Yamuna Expressway and newly built Agra-Lucknow Expressway. Fuel economy was roughly around 13.5 km/litre for both trips. Must say road grip and stability of Compass is way too superior. Cruising at around 120-160 mark was effortless and never realized till the time I saw odometer. Happy happy except one incident where I got a big dent on driver’s side rear door while backing up and didn’t got idea of side wall and got rubbed against it - thinking it would have been better should Jeep have provided 360 degree view camera which we see in one segment lower Kicks and recently launched Hector. However, came back Delhi and got it claimed through 0 dep insurance. Total bill was Rs. 7500 and I had to pay Rs. 2000 as deductible. The D-Day: This is when I became really disappointed with Jeep Compass, Jeep India team and Landmark dealership. I was again on a long road trip of around 2000 KM stretch back to my hometown Gopalganj and was traveling across Yamuna Expressway. It was 1:30 pm on a hot sunny day on 25-May-2019 with temperature ranging about 45 degrees and my odo mileage around 8800 KM. I was traveling along with my pregnant wife, mom and my puppy Blaze at a speed between 90-100 km/hour. Just before Mathura toll plaza of Yamuna Expressway, my passenger side rear Tyre got burst into pieces. I could smell something burning in my cabin and was about to apply brakes when I felt a sudden jolt but still could not figure out what went wrong. I didn’t lose control of my steering wheel, didn’t apply brakes, took off my leg from accelerator and just let wheels roll over. When speed was less than 60 km/hour I applied brakes slightly and then immediately released. By this time, I knew some Tyre got burst as car was wobbling. I put on my left side indicators and started moving toward side curb. After about 0.7 KM from the location where Tyre got burst, I was able to pull over the curb. Luckily, cars traveling behind me, saw this entire episode happening right in front and slowed down. I was in complete shock, out of mind and didn’t know how to react for a brief time once I stopped. Three cars stopped to know our well-being and helped me over with Tyre change. One of the guy from those cars also brought back the burst piece of Tyre lying more than half km behind and I could see few burn marks in his hand because of the heat from burst Tyre. I averted a major personal catastrophe which could well have life long implications on my remaining family if we were not able to survive on so called Road to Hell cemented Yamuna Expressway. Bursting of Tyre was totally unexpected given I had checked air pressure just before starting the trip and it was just 3 months 4 days old car having 8800 km on odo. I was so infuriated and agitated that I immediately called up Jeep India customer care and Landmark service center to report this incident. Resolution Provided for Burst Tyre from Jeep India and Landmark dealership: Tyre is not covered directly by Jeep and coverage comes from Tyre manufacturer which in this case is Bridgestone. Firestone Tyres manufactured by Bridgestone is used in Jeep Compass up to Limited Plus editions. After inspection of the burst Tyre, Bridgestone told that burst happened due to side wall damage of Tyre because of low/flat pressure and not because of any manufacturing defect and rejected the claim. Jeep India replaced the burst Tyre free of cost as a goodwill gesture. I knew my Tyres were in good condition, almost new and also had checked the air pressure before starting the trip, so there was no way air pressure would come down. I told them that Tyre was not able to handle the heat generated by cemented Yamuna Expressway on a hot sunny noon and as a result oxygen inside the Tyre would have expanded to a limit which the Tyre was not able to handle and got burst. I googled about Jeep Compass Tyre burst and could spot few reviews where people have faced similar Tyre bursts in a hot day because of the substandard quality of Firestone Tyres used in Jeep Compass. I spent around 24 lakhs to buy this vehicle just to know that Tyres are not covered by Jeep warranty and Tyre manufacturer Bridgestone would not accept claim giving rubbish reasons of low/flat Tyre pressure. Jeep should have provided this vehicle without Tyres and would have asked customers to choose Tyres of their choicest manufacturer since warranty is covered by manufacturer. I asked Jeep India team to provide Firestone Tyre compatibility and safety check report for Jeep Compass on Indian road conditions which they must have done before launching Jeep Compass but they failed to provide. I went through online Consumer Affair portal and lodged a complaint against Jeep Compass for this incident and to ask them to replace my all four Tyres with a much reliable Tyre brand like Michelin or Goodyear but none outcome to my favor!","July 16, 2019",2,carwale.com
Excellent car... Has good features... Internal and external looks fabulous... Much better than what I was driving before. It is value for money. Very nice... good... LANDMARK sales team is excellent.,"July 10, 2019",5,carwale.com
"My best companion Outstanding performance, long drive master, Loving interior, skyspace, flying perfection, shadow4*4.","May 16, 2019",4,carwale.com
"The engine is punchy, handling is pin point. Interiors are plush and are well insulated. Slow to response infotainment system can be a matter distress though. Some features are lacking like the auto boot release. It is also a decent off-roader. Attention to detail are also taken into perspective to cocoon the passengers and also with remarkable audio system.","January 09, 2019",4,carwale.com
Buying experience: My friend bought this car before one month. It is fully comfortable and luxurious car.,"May 02, 2019",5,carwale.com
"curves are amazing it is like a evergreen car it will never look old i did not own it but i am extremely attracted by the car's look its features are awsome and no doubt on jeeps engine performance. jeeps engines are more powerful engines in the market better than all others(mahindra,tata,hyundai,honda).","January 09, 2019",4,carwale.com
"This car is brilliant. Very nice look . I will purchase it. Very powerful engine and The car what I wanted the best car in such economic range, beautifull exterior with premium interior. Good milage. no issue about anything, fuel economy problem arises at start but after first servicing it comes under control. Good car to buy in this segment. body.","January 11, 2019",5,carwale.com
The car is good but plastic bumper and engine should be improved and rate must be decreased Finally the car is good and mileage should also be improved If you want to buy this car go through creta,"June 11, 2019",5,carwale.com
I drive this car it's very comfortable gear performance is very good when we take reverse look in the tablet which is on the side of stering it's very comfortable for long drive or for romeing to another places.,"June 03, 2019",5,carwale.com
"1. Buying experience was awesome and they # MOHARIR JEEP nashik delivered the car in expected time. 2. Car is punchier to drive and rides quite smoothly and it doesn't feel bumps, potholes, and speed breakers it just fade them all and also most quieter cabin than tata harrier. 3. Looks Smashing people's are staring at car evenly. 4. Service is also healthy for pockets. 5. Best looking, having that premium feeling","April 18, 2019",5,carwale.com
Buying experience: Good service at the showroom with comfort and many others luxury,"March 24, 2019",5,carwale.com
Riding experience: I feel more comfortable in this vehicle,"April 23, 2019",5,carwale.com
"This car have in Affordable price , This is Amazing in driving and too good in performance better than others car that in this range so I like it. I say it's totally amazing and value for money car for a medium or upper class families.","February 02, 2019",4,carwale.com
"It is good for royal maintenance, car has royal look, space in car super , in side there royal sites and comfort sitting for family purposes, maintaining is very easy has compare to Benz","February 21, 2019",4,carwale.com
"1 great 2 jeep compass is totally driver's car delit to drive I m extremely driving enthusiastic , i knw sedan are supreme on handling but our India road conditions are poor so i m looking forward to compact suv which provide me good driving dynamics, & i found one 3 exterior looks are very striking but interior are plane ,compass is power ful car 4 average maintenance cost at this price point 5 pros - driver's car good handling - good external looks - good milage Cons- interior is kind of basic","August 05, 2019",4,carwale.com
The car is good and awesome an can you please tell what is the ground clearance of jeep compass as there is no clue even about ground clearnace can you please help as I want to purchase this car as soon as possible coz indian roads sucks and I want to know the ground clearance of this car. Build quality is awesome.,"May 27, 2018",5,carwale.com
"When you blend athletic styling with sweeping curves to create a sleek yet sharp look, you get a Jeep® Compass that leaves a trail of amazement wherever it goes. The sloping roofline and powerful wings create a stunning profile that speaks volumes about the sculpted design aesthetic. Leading the way in functional and premium design, the Jeep® Compass delivers a perfect driving experience. The ski grey interiors deliver this experience, owing to the use of the choicest of leather and impeccable seat design, in order to offer maximum comfort even in the toughest terrains. The Jeep® Compass offers two more interior options. Full-length side curtains for front and rear-passengers, seat mounted side airbags for front occupants, driver single-stage and front passenger dual-stage air bags - all work together to surround you with confidence.","December 19, 2018",5,carwale.com
"Just 1 month after purchase, engine malfunction light started glowing. Took vehicle to local dealership and light went off. Soon it glowed again and engine started excessive vibrations and jerks. Took again there and they kept it there for about 10 days and said some parts are replaced. After driving of around 100kms engine started emitting some burning smell. When I lifted bonnet and engine cover I am finding oil leakage from somewhere. I'm frustrated now as what to do as no satisfactory response from dealership or company. I would recommend no body should ever commit such a mistake of buying such a defective vehicle.","May 20, 2019",1,carwale.com
one of the best car in this price When i buy it i think it is difficult to drive new car but really it's awesome in this car most important thing is its design and features that makes your life comfortable really good servicing and maintenance overall it is value for money Fog lamps are included in this which feels you smart,"December 14, 2018",5,carwale.com
This is awesome good ground clearance and drive smoothly the car is excellent performance in engine it is driven the car most comfortable and very smoothly I really thing the buyers are choose the only awesome car in the segment,"June 06, 2019",4,carwale.com
Jeep compass is high performance vehicle with overall specifications is very excellent . I love this vehicle since from its first launch... Engine power is amazing. You can take anywhere in very rough condition,"August 01, 2019",5,carwale.com
Performance of the engine is phenomenal Handling and road manner are amazing I cruised around 160-170 car is very stable at this speed and jeep compass is the best car in the segment value for money,"February 21, 2019",5,carwale.com
Its a hulkbuster on the road.go buy and grab this beast.all i can say its a machine that gona roar the road like a king.i personally prefer this beauty and beast and waiting for the new one,"April 23, 2019",4,carwale.com
"Best car, long Drive is very smoothly no harassment seating space long distance, look is very nice complete family car interior very beautiful, best milage, jeep compass completely wonderful car...","May 20, 2019",5,carwale.com
Fully comfortable smoth drive very good suspension esay to drive great milege high class air conditioner havey pick up smoth braking system look is fantastic great infotenmnt system,"May 16, 2019",5,carwale.com
This car is awesome. But price is very high. It's not for middle class. And also maintaince cost also may become high... And jeep compass is also successful model in india because of some models are affordable for middle class their are base and second one. But jeep trailhawk's base is also high for middle class. It's may be negative for middle class who look if for this car but price is high fo there.,"June 06, 2019",3,carwale.com
"Lets make it short and simple. 1. Jeep doesn't have alot of dealers and most cities have just one. These people kind of hold a monopoly position so getting better deals is next to non. These dealers usually have a very obsolete method of ordering cars which ends up extending the delivery date from the date of booking for over a month in most cases. 2. Compass feels sturdy and rides over most bumps with super ease. The car is still a little bit on the stiffer side so some bumps can get to you in a little more aggressive manner but that leads to a better handling car which for it's size is pretty darn great. There is the typical turbo lag under 1.8k RPM but not very zombie-ish types. There is a good punch of power right after the mark but tbh, it doesn't feel like a 170ish bhp car. Maybe thats the output at crank and not at wheels. The cabin might be a little small for people who expect to carry a soccer team in a 23L car but for 4 adults, space is more than enough. Top of all that, it gets a panoramic sunroof which is lovely, especially during the summers where it'll get you skin tanned to a 4th degree burn!! Well jokes aside, it does make the cabin a lot more appealing and even the car as a whole feels more worth the price with the addition of a few new features in the limited plus option but strangely misses out on cruise control(i dont see much use of it but most people i spoke to about he car hate this miss) The looks of the car comes down to your perspective. I truly believe this car looks amazing especially in the dark grey shade with the black glossy roof. The only point of uncertainty is the reliability issues coming up with this car. A few common issues are- A) premature clutch burn B) brakes failure C) electronics failure (music system, startstop) D) poor quality control (exposed parts in the interior and water leaking into taillight) But I'd still go for the car for the premium feeling interior or i might not got for it thanks to white colour leather seats and arm rest which will get soiled in less than an hour in Indian climate conditions Thanks.","October 11, 2018",3,carwale.com
"A wonderful car under this range,i like it design and the average is nearly 10 kmpl it is very comfortable and some advance features for driver as well every person should go for this car if their budget is nearly 25 lakhs, overalll a perfect car","May 25, 2019",5,carwale.com
Amazing miledge and easy to drive car having incredible features and comfort .I buyed it in january went to mahabaleshwar.It was a nice trip only because of this car i love it alot . Over all according to me thos car is the one you need if you are a family man .thats all I wanna say moreover I would suggest you to take a test drive,"November 11, 2018",5,carwale.com
Exterior The looks are a wee bit similar to Range Rover Évoque. All in all a “cute” beast. The front grill looks very good. The material used for the body is really good and heavy.,"November 21, 2017",4,carwale.com
"Good looking comfort driving in off road , more use full in high range area , compairing with other vehcles it has less maintenance and good perfomence with this priced vehcle category ,it has a good space passengers can sit with confort have long boot space fuel Economy also good good looking interiors",,5,carwale.com
"Jeep compass is best off roading car jeep compass servicing is good this car is give me luxurious felling exterior look is very good thanks to carwale to give me best details and priceing and thanks to jeep this car but jeep not give cruise control, rain sensing wiper, automatic headlamps , sunroof in limited (o) variant i bought jeep compass one year ago","June 06, 2019",5,carwale.com
"This car best in price ,comparison with BMW x1 For offroadin car is best Comfort is very nice compare than Toyota fortunar Car is very nice But mileage is 17 Sound system is very very powerful","February 07, 2019",5,carwale.com
Buying experience: Hastle free. Behaviour of staff very good.,"April 14, 2019",3,carwale.com
Extraordinary performance. Great ride quality. Petrol automatic is easy to handle. Head turner for sure. Most stylish urban suv. Mileage could have been better though. Otherwise extraordinary. Comfortable for city riding. Suspension is great. Steering responds beautifully. Sometimes initial lag in acceleration felt which improved after service. Great urban SUV,"December 22, 2018",5,carwale.com
"Very good rugged mid sized luxury SUV , SURELY A HEAD TURNER AND FEEL VERY SECURED WHILE SITTING IN CAR. GOOD ENGINE RESPONSE AND ZERO ENGINE NOISE IN CABIN , RODE 15000 KMS TILL NOW DID NOT FOUND ANY PROBLEMS OR ANY BREAKDOWNS.","February 14, 2019",5,carwale.com
Buying experience: Supportive experience at buying,"April 12, 2019",5,carwale.com
Riding experience I'm excited I didn't compare any another car.just I'm traveling to 85km and driving my friend car so good.this road was not a good means soil car moving very smoothly driving control is a awesome Jeep Compass . ... Nice car awesome very stylish.On the inside the Jeep Compass packs an equally good.I'm really miss you,"November 08, 2018",4,carwale.com
It is a super car ever i have seen in my life yet and hope it should be a great car amongst all in its range and design. Hope one day I'll get one for me one day. Amazing is never so according to your pocket size.,"March 24, 2019",5,carwale.com
This is such a very beautiful car and has lots of great features.performance is also very good.it feels like sitting in a very premium and luxury car.if we talk about maintenance that is not as much as many cars have.,"April 18, 2019",5,carwale.com
"Exterior Exterior looks stylish like cherokee. seven grills look fabulous.It does look smaller in some angles but if you view it from the side it looks bigger. Metallic gey is nice,Black colour is the best it looks bigger and red with black hood is quite cool.",,4,carwale.com
The Jeep compass SUV is very great. The car is exterior interior mileage and pickup is very excellent and suggested that compass value for money this is SUV if I have 15 lacs rupees that I will purchase it is SUV and I Jeep compass is god gift for company because every moment light to you thank you,"February 07, 2019",5,carwale.com
"This car is well built with all available features, but something missing, ya its Middle rear three point seat belt, driver knee airbag and hill decent control. Its sporty and catchy.","June 17, 2019",4,carwale.com
I BROUGHT THIS CAR LAST YEAR AT 8000 KMS BATTERY IS GONE AND BELIEVE AT 18000 KMS CLUCH PLATE IS GONE AND THEY REPLACED NOW YESTERDAY AT 25000 KMS AGAIN CLUCH IS GONE AGAIN THIS IS JUST A SHOW OFF VECHILE USING THE BRAND NAME JEEP LOT OF CUSTOMERS ARE FACING THE SAME PROBLEM U WILL BE BYING THIS CAR WITH GREAT EXPECTATION AND U WILL BE SEEING HELL OUT OF IT,"March 27, 2019",1,carwale.com
"I can't say anything about jeep compass I don't know what to write about jeep compass The only way to feel jeep compass is to drive that car. That make you to scene the power, feel ,and the last but not least the performance and comfort Hata off to the designers of Jeep compass??????????????NANA","February 02, 2019",5,carwale.com
"I bought my car from Jeep store @omr RDC royale on Januar 4th 2018. The buying experience was good barring a couple of days delay. They even arranged for the pujas to be done prior to taking delivery of the car. I was very thrilled to take it on the highways, but had to wait 3 months for that to happen. And finally when the day came it was all the more exciting. The sheer torque and the power of the car made it feel like flying on the highways. The steering was always in control even at 170 kmph. The car felt well grounded at high speed overtakes and on the straight line too. One thing i was really disappointed with was the mileage which i got only 12.5 kmpl even on the highways. My hometown doesn't have good roads as we see in the metros, but my Jeep was able to tackle all the bad patches. With ease, which is a testimony to the ride quality of the car. Although everything was going good, when i was returning home from a long drive i noticed that the ESP warning had started glowing. That is the only problem i have faced with the vehicle till now. Although i was disappointed with this problem, i feel its a minor issue and would be sorted out easily. Hoping for a million miles journey with my beast.","December 16, 2018",4,carwale.com
The best jeep with safety and performance .. I work @ Jeep Calicut Kerala. I have never experienced this kind of awesome drive never before. You will feel safe when holding the steering wheel. Pure power with safety. please note that my remarks are not based on me working for Jeep. I am in love with This Jeep .. the only coz of the safety features it gives you,"January 24, 2019",4,carwale.com
Battery had to be replaced in 13 months. After sales service of Vadodara dealer not up to expectations or promise given by the sales people. Do not have drivers to pick up or drop. While selling it was promised. So dropped the idea of adding one more Jeep ( Diesel AT).,"June 09, 2019",3,carwale.com
"I think this the best car for every one and the look of this car is totally different from the other cars and interior and exterior is amazing safe and durable I think I am in love with this car yeah I love this car I want to purchase it actually I drive it I love it, it's performance is very good strearing is very smooth this is a gift to all jeep compass fan or clients and the engine of this car actually fabulous outstanding no noise and pickup is very good,sunroof is totally automatically of jeep compass and its quality is very good hard and expensive I just love this car I want to buy it but one day I will purchased it,safety features are very good and there is no comparison with their clients jeep compass provided best facility to there clients","February 22, 2019",4,carwale.com
"Buying experience: Actually I choose Duster in that time. But mY friend suggest this for me and I just look at this, but I love this. Bcz its soo comfortable in size and much better power.","May 05, 2019",4,carwale.com
Riding experience the car was amazing gear shift is better feel and interior and exterior wonderful and the driving experience is super totally the car is mini rolls royals cullinan,"July 30, 2019",5,carwale.com
"Jeep Compass is something new suv car and good quality of drive. It preferable for road and off road both. Also it had an attractive look and comfortable feels in driving and safest car on this segment. Its seem young generation car. Finally I can say something like this ""tease the car and feel the heat"".","January 04, 2019",4,carwale.com
It is the trmendous car with fabulous interior.A luxury feeling comes while driving this car.It met my all expectatations.It is tremendous car at affordable price.The exterir is also fantastic,"June 11, 2019",5,carwale.com
"The buying experience wasn't really nice because the dealers knew nothing much about the car at all but when it comes to performance it's got a fiat engine after all Italian hence it really gives you the luxury feel and power at the same time, looks wise is really aggressively attractive no doubt. I think they have put in some satisfying power for an SUV and the only cons is the low clearance as I stay in a state where the roads are really uneven in certain areas hence it still hits the front bumper but I mean big potholes it would have been great if it was design in 18 inch tyres too maybe. Overall No regret for the version I bought Limited Option 2.0 Diesel. Truly American :)","April 21, 2019",5,carwale.com
Very good car good for long drive journey with family and comfort is quite good not bad the looks of the car is nice and the smoothness of the car is very good on bad roads maintenance is not good,"May 22, 2019",5,carwale.com
Pros n cons Look wise it’s muscular stylish. We bot Compass limited petrol at on road it almost rch 25lakhs. But really sorry to say that it doesn’t have any basic freatures which provides in Hyundai Elantra Sx model. Driver seat adjustment it’s like ordinary style. That disgusting. Interior look very cheap. Rear seat is not comfortable for a long drive. Comfort wise Hyundai creta is way better. It’s a plastic car I would say. Nothing other than looks. Their is no music adjustments on steering wheeel. Really disappointed we dint go for a test drive. That we trusted jeep so much 3/10.,"November 14, 2018",2,carwale.com
Buying experience: I feel pleasure when I see the car moving in road,"March 25, 2019",4,carwale.com
"First of all thanks to car wale for helping me to decide and short list the car i wanted. I have gone through the reviews, which were not that good before buying this beast. I took a call and bought limited plus edition. Its a wonderful car. You can compare this with audi q3. The comparison of this car is not at all with creta top end or xuv500 or tata harrier, this car stands apart. Had gone upto 170km/hr but still the vehicle was under my control. Ride and handling is excellent. The NVH level is well within control. Mileage should be more than 10 as i have driven only 500km and each time there's an increment in mileage. Music systen is good. 5 persons with weekend luggage can accommodate easily.","July 03, 2019",4,carwale.com
The colour Red says it all . It looks beautiful in every way possible .technically is is very sound and feels like so peaceful . Indeed one of the best looking SUV . An Suv to die for .,"June 04, 2019",5,carwale.com
The car is very good.the praise is less than it is that such a car is not available anywhere os very concrete and i want to tell you there is a car too.i felt the best look in this car,"March 20, 2019",5,carwale.com
"Having good experience with this car , nice features,good pickup, high level of comfort,engine performance is also very nice,i can say that its a value for money in that range......","February 07, 2019",5,carwale.com
Bought from sky Moto n had very good experience with them specifically Mr Kapoor was very helpful. Good ride quality but suspension r little on the harder side. Very good built quality. The reason for giving 3 starts is because Indian variant misses lot's of features as compared to international models.,"February 02, 2019",3,carwale.com
"Buying experience: Professional sales approach at landmark jeep Gurgaon,Timely delivery..","March 02, 2019",5,carwale.com
"Buying experience of Jeep compass sport model is too good because it is the base model of Jeep compass starting from 15 laks onwards. Riding experience of this model is a top notch in both city and highway but on highway is a great cruiser. The body roll of Jeep compass is outstanding around the corners and stability is also outstanding on the highways and which is the best in the segment. This is the only petrol SUV comes with maximum power around 161bhp and highest than its rivals. Looks of Jeep Compass is the best in its segment with seven slat grille with commanding design, looking dynamic and looks sportier. Performance is outstanding with 1.4 litre petrol engine because it drives smoothly, punchier and nicer to drive. Jeep compass petrol mileage around 15 to 16 kmpl on the highways if you drive not too much fast and in city 10 to 12 kmpl. Servicing and maintainence of compass is reasonable and not much expensive in petrol variants while in diesel it is too expensive to maintain the vehicle and while servicing cost is expensive. PROS: 1. It comes with safety features such as EPB, ESP, Hill Start Assist, Roll Over Mitigation, All Disc Brakes, Traction Control and Hill Descent Control as standard. 2.) 6 speed manual gearbox is joy and easy to use. 3.) Class leading off road capabilities. 4.) Build quality and interior quality is a top notch and best in the segment. 5.) Plastic quality and materials are used on the compass are extremely superb and best in its class. 6.) The individual suspension set up of the compass which further increases its off-road capabilities. CONS: 1. Missing some features like cruise control, electric ORVM turn indicators, alloy wheels and other features etc. 2. Poor rear seat comfort and feels cramped for three adults. 3. The petrol engine is noisy than the other rivals like creta and hector. 4. Too pricey 5. The brakes are good, but while slowing down from high speeds it seems to lack the necessary bite for sharp and effective braking. 6. 7 speed DCT automatic transmission is not very smooth, quickest, lacks punch and feels jerkiness on the highways.","July 30, 2019",5,carwale.com
Jeep compass is luxurious SUV in marker peakup is very good and Jeep compass look very sexy and other hand performance in is excellent 7.6sec me 100km speed much better than other brand??????,"February 16, 2019",5,carwale.com
Realy awsome vehicle realy exited with drive the car very nice and comfortable .look like heavy rich vehickleand stunnish look and nice driving experiance realy i like the jeep compas,"July 01, 2019",5,carwale.com
"I love this car very much about the technology used in this .the powerfull engine and torque releases,etc The design of front is sooo awesome as we are seeing A small Hummer like SUV. This is having different types of modes,a smooth and elegant designs in de interiors,as well as comes to exterior colours they are also very excellent colour too","January 06, 2019",4,carwale.com
"not buy, but I drive this car.so comfortable. It looks amazing. service and maintenance don't know cause this car is not mine. I will sure buy this car in future. It's a good car.there are no negativities.","February 07, 2019",5,carwale.com
It is a splendid vehicle. It gave such a nice drive I loved it .its having the special 4*4 and it make the smote ride in Kerala and its make the trip very well in most of the road conditions and gives most opportunities to safety and security in our life .,"March 11, 2019",5,carwale.com
"I have always been a fan of the Compass since it was launched back in 2017. Being a student and a big car enthusiast, it was really hard to convince my parents to choose this car over the Creta (There was a 5 lakh rupees price difference!). Recently, my best friend got the newly launched Sport Plus 1.4 Petrol variant of the Compass(Harrier effect, maybe?). And I must say, I wish my family had waited for this. He surprisingly agreed to take the Compass for a road trip to Rishikesh which we've been planning for days and I got to drive this beauty for quite a while to write this review. Under the hood, this two-wheel-drive car packs the same Fiat-sourced 1.4 litre turbo petrol engine producing 160 bhp of power and 250 Nm of torque which we've already seen in the top spec variants. The car is loaded! We get 16 inch Alloy wheels, roof rails, dual zone automatic climate control, a 5 inch touchscreen infotainment system with 4 speakers and all the standard safety features along with the signature electronic parking brake. One more thing, there's a hidden easter egg near the bonnet of the car and it's just better that you notice it yourself. Some people might find the infotainment unit smaller compared to the 7 inch one seen in higher variants, but not us! It doesn't have a stock rear parking camera, but you can install that as an accessory. The speakers work really well. Also, conventional headlamps are provided with this variant and there's no sunroof on offer. Now let's talk about driving this beauty. This car, is a beast! The turbo kicks in after 2300 rpm and you get that kick in the pants feeling. This car crushed all the bad roads which we encountered in the hills. Although the suspension is a bit on the stiffer side, body roll is negligible and the Compass feels so much alive when you're cruising through those corners and the brakes work very well. Arguably this variant, the Sports Plus, will give you the most bang for your buck. It packs all the necessary features, and even more! This is a proper driver's car with much practicality on offer. Priced at 15.60 lakhs ex-showroom, I would definitely recommend this Compass to all the interested buyers in this segment. Definitely a 5 star rating from my side!","June 14, 2019",5,carwale.com
Its a dream car for any man..i love the way it moves in highway.. 175 BHP cant compare to any other vehicle in this segment..solid body..music system is too good..i wanted to buy top most model but waiting period was 3 months so opted for limited option..no regrets..just go for it guys happy motoring...:),"February 27, 2019",5,carwale.com
Buying experience: Good And very comfortable. Nice color,"April 02, 2019",5,carwale.com
"Cons :There is lac of some basic features like 7inch touch screen and electronic adjustable seats ,sunroof etc. The most important thing to notice is no automatic version in diesel it only comes in diesel manual . According to the price it lacs some baisc features which come standard in other brand cars.","December 03, 2018",4,carwale.com
"Buying experience is excellent, it feels I'm part of a big brand, riding experience is the best part of the car drive well good economy and very less amount of body roll, top speed performance of car is mind-blowing can be reached to 220km/hr, the car have all necessary jeep traditional elliments, front of differentiate it from all other brand ,very eye catching, best part is build quality very single time I close the, feel the weight and the thumb sound of the great build, servicing is good less than I expected, Americans know for there high service cost, but jeep has managed it well, I wish the second row should be more declined soo it become more comfortable","June 19, 2019",4,carwale.com
"This car is for people who love adventure in their life .This car make me feel that I am driving it up in the sky. Wherever I go I only listen good comments about it ,it makes me feel nice","January 18, 2019",5,carwale.com
Its an amazing car......Loved it...and also its body is so beautiful even though I fall in love with that car......The most complete and best thing is the dashboard its.....absolutely amazing .....I think it should be the best car of the year 2018..........I hope that Jeep company will make also a new beautiful car...in future,,5,carwale.com
"Staff at My dealer Eldee Motors was friendly and well conversant with details.. Best part about this car is it’s smooth drive.. it’s a treat to do long distance ., I got a mileage of 16.9 kpl ( Allahabad to Chamba and back ) 3040 kms Miss the automatic in hill section and city though. Bumper to bumper traffic means gear one. Otherwise superb car Loving every moment with it","June 22, 2019",5,carwale.com
"1. I was interested in Creta but When I saw Jeep Compass, I was more interested in that.Did A Test Drive And Booked It. An Amazing Experience 2. Ride Quality is just awesome. Take a turn at 120 but you don't feel it . True feelings of a sedan level comfort in a SUV. 3. Looks as seen is great overall.While Performance is good , It is Priced 25 lacs , 10 lacs under the fortuner but gives out performance better than fortuner. 4. Drove it 6500 Kms , service cost is less . Cons Features like Cruise control are missing. Pros Performance 4x4 Comfort level Ride Quality Power Maintenance cost","September 26, 2018",5,carwale.com
"Jeep is first vehicle launch all over the seven continents I just drive this machine few days back, I feel what is real safety & comfort in a car, The answer is Jeep Compass. At 120 km/hr speed extremely fell what is traction control safety measure. For long drives J C is very good in off road or on road. People those who prefer safety more, JC is the answer.","February 17, 2019",5,carwale.com
1. I cant buy it because of its high rates.. we have see it drove it n because of its high rate i cant buy it i want 15 to 17 lakh cars .. bt i have taken a test drive.. 2. Too good n i have impressed with this car .. liked it most .. its just like m favourate one 3. Look its best than other car .. performance is also best n good interiors too 4. I dont have an idea about servicing n maintanance .. bt i ask the dealer abut servicing he told us 12k to 13k & its also too high.,"December 15, 2018",5,carwale.com
Amazing one... With less price good quality... Best car.... I have ever seen... Buy it as soon as possible... It will be a best benefit to the buyer... Its a good car dont hesitate to buy it.... Go on,"February 26, 2019",5,carwale.com
Buying experience: Good very easy to handle a new varient car,"March 21, 2019",4,carwale.com
The car is like an miracle it can pass through any puddle or any hurdle i enjoy my every ride of my jeep compass i do not feel any fear of accident in it that if i drive fast i could die it also has 6 airbags,"May 22, 2019",5,carwale.com
"I m from himalachal. nd in himachal only solan is the place where u will get jeep showroom. dealing with customer is v. gud. i had driven my car for a month nw. riding quality is v comfortable. music system is ok. comfort level in rear seats is v. gud muscular look from out side. 1.4 L turbo engine,with 170bhp is simply awsome no lag in pick up. exaust sound is little roaring kind off no sound of engine in cabin fully isolated cabin i have only 1 issue that is milage on highway i got 12 - 13 kmpl nd in city only 7 - 8 kmpl","September 04, 2019",5,carwale.com
this is the most four wheel 4x4 suv in india ground clear is very good and good looking big interior boot space also ll get nd comfort driving in any condition . service and the quality is very good,"June 26, 2019",5,carwale.com
