Review-Text,Review-Date,Star-Rating,Web-Site,m_Type,m_Sentiment_Score,m_Review-Text_clean
I WANT BUY IT SOON RIDING EXPERIENCE IS VERY GOOD DO I WANT TO BUY IT SOON LOOKS ARE VERY GOOD NOW NOT CONFIRM ABOUT SERVICES AND MAINTENANCE ADVANTAGE AND DISADVANTAGE NOT KNOW NOW WHEN THIS CAR RUN ON MARKET THAN IS POSSIBLE TO TELL,"December 11, 2019",5,carwale.com,Kia,0.734,want buy soon riding experience good want buy soon looks good confirm services maintenance advantage disadvantage know run market possible tell
"The Kia muscle on wheels
5he car nice spacious. The infotainment system is also great .the first in segment thing is the air 1uality control system and the bs6 engine.","Dec 17, 2019",3,cardekho.com,Kia,0.4019,muscle wheels 5he nice spacious infotainment system also great first segment thing air 1uality control system bs6 engine
"Poor Suspension Car
Poor suspension setup. Stiff suspension gives jerks even on smaller bumps. I am surprised why people ignored this. Suspension of Creta is better, best indeed.","Dec 15, 2019",1,cardekho.com,Kia,-0.1531,poor suspension poor suspension setup stiff suspension gives jerks even smaller bumps surprised people ignored suspension creta better best indeed
"Great car with good fit and finish
The Kia Seltos is good in every possible way, but there is a huge downside to the Seltos in case of pricing, where the vehicle is manufactured in Andhrapradesh the prices must be a bit low as all the other rival are priced very less in spite of manufacturing out of India. There is one thing Kia should implement which is it should provide the essent...Read More","Dec 13, 2019",3,cardekho.com,Kia,-0.8744,great good fit finish good every possible way huge downside case pricing vehicle manufactured andhrapradesh prices must bit low rival priced less spite manufacturing india one thing implement provide essent read
"Not up to the mark.
The car looks like SUV but not the real SUV. The petrol engine never makes any noise but here I can see unexpected things. IVT is lazy. Manual petrol and 1.4 is good. Diesel major looks difference from petrol even the grill and the bumper not matching with. Petrol 1.4 and diesel have all the disc brake, not the other petrol. Bose speaker is only av...Read More","Dec 12, 2019",3,cardekho.com,Kia,0.3291,mark looks like suv real suv petrol engine never makes noise see unexpected things ivt lazy manual petrol 1 4 good diesel major looks difference petrol even grill bumper matching petrol 1 4 diesel disc brake petrol bose speaker av read
"Safety is important not the features.
These new entrants are not as per the safety norms. Only features and comprising on safety. People in India are not looking at safety ratings while purchasing a car like playing with life. This is well understood by these vehicle manufacturers and hence they are putting only features. I think safety should be first. Read More","Dec 11, 2019",2,cardekho.com,Kia,0.9595,safety important features new entrants per safety norms features comprising safety people india looking safety ratings purchasing like playing life well understood vehicle manufacturers hence putting features think safety first read
"Very good car.
A fabulous car which is very much extra-ordinary.","Dec 10, 2019",3,cardekho.com,Kia,0.7818,good fabulous much extra ordinary
"DON'T BUY SELTOS.
DON'T BUY SELTOS: 1=WASTE OF TIME AND MONEY. 2=COST WISE HIGH-QUALITY WISE LOW. 3=MILEAGE TOO LOW. 4=I'M BUYING A GTX 7 DCT AUTOMATIC TRANSMISSION PETROL AS I HAD A LOT OF TROUBLE IN MY VEHICLE. FAULT CAN START IN BELOW MENTIONED FACTORS: 1, A.C. NOT WORKING AS WELL. 2, THE BRAKING SYSTEM IS OLDER THEN AMBASSADOR. 3, MILEAGE IS BELOW 12 KM ...Read More","Dec 04, 2019",1,cardekho.com,Kia,-0.7369,buy buy 1 waste time money 2 cost wise high quality wise low 3 mileage low 4 buying gtx 7 dct automatic transmission petrol lot trouble vehicle fault start mentioned factors 1 c working well 2 braking system older ambassador 3 mileage 12 km read
"Ok car.
I will give Kia Seltos 2 stars because of new generation technology. It still needs too many tests on the engine. Looks are good but the car is okay.","Nov 28, 2019",2,cardekho.com,Kia,0.3182,ok give 2 stars new generation technology still needs many tests engine looks good okay
"Poor performance.
Poor performance... Pickup is not satisfying numbers. The average is very low as ComPare to the company claimed... Feeling trapped with this new company. If there would b any chance then I would like to take my money back... One month's driving experience was very frustrating and trauma. Read More","Nov 27, 2019",1,cardekho.com,Kia,-0.9406,poor performance poor performance pickup satisfying numbers average low compare company claimed feeling trapped new company would b chance would like take money back one month driving experience frustrating trauma read
"Kia vs Mahindra
Best, but not have some features according to XUV 300 have more features than Seltos. According to price xuv300 have low.. Kia Seltos have less service XUV300 gave better than Kia Seltos. Break assist is not there and it has fewer options better than other cars. Read More","Nov 27, 2019",2,cardekho.com,Kia,-0.7096,vs mahindra best features according xuv 300 features according price xuv300 low less service xuv300 gave better break assist fewer options better cars read
"Not bad... Seltos better than MG Hector
Still, we have to see the Seltos performance but not bad and boot space is less and for less amount, the car gives more specification.","Nov 23, 2019",3,cardekho.com,Kia,0.4717,bad better still see performance bad boot space less less amount gives specification
"Overrated car
This car is selling like hotcakes because of the hype it has created. Looks and cabin quality are good but it does not have that wow factor. It doesn't have good ride quality when compared to other cars, it is not the better option. People are not buying other cars only because of the logo. Read More","Nov 20, 2019",2,cardekho.com,Kia,-0.0431,overrated selling like hotcakes hype created looks cabin quality good wow factor good ride quality compared cars better option people buying cars logo read
"Waste of Money
After the test drive of the manual petrol variant, I am not satisfied with the comfort and driving experience as it is very poor. The launch price is highly competitive with other best options like other brands. There is no comfort and space for the rear passengers. It's better to buy other cars. Read More","Nov 19, 2019",2,cardekho.com,Kia,0.7067,waste money test drive manual petrol variant satisfied comfort driving experience poor launch price highly competitive best options like brands comfort space rear passengers better buy cars read
"High price
Nice but look is typical and the look of the interior is very nice The price is very high compared to other cars.","Nov 18, 2019",2,cardekho.com,Kia,0.7218,high price nice look typical look interior nice price high compared cars
"Disappointed with Seltos
The engine power is not much good as expected and dissatisfied with mileage as it is showing very high on paper but that is not the reality after when you buy.","Nov 17, 2019",3,cardekho.com,Kia,-0.5504,disappointed engine power much good expected dissatisfied mileage showing high paper reality buy
"Awesome Car
Very nice car, latest features, good looking car, sound quality awesome, very good braking system and automatic features available, led lights and alloy wheel are very nice. Read More","Nov 13, 2019",2,cardekho.com,Kia,0.9647,awesome nice latest features good looking sound quality awesome good braking system automatic features available led lights alloy wheel nice read
"Hatchback With Premium Features In SUV Mask
Indians almost forgot what SUV means, Kia Seltos may have some premium features but lacks 4X4 or AWD. Without these features off road, riding is almost not possible. Coming to pricing it is overly priced, just by adding around 10% to the top end variant we can get true SUV like Mahindra XUV 5OO which is also a 7 seater. So I personally feel going f...Read More","Oct 13, 2019",1,cardekho.com,Kia,0.7615,hatchback premium features suv mask indians almost forgot suv means may premium features lacks 4x4 awd without features road riding almost possible coming pricing overly priced adding around 10 top end variant get true suv like mahindra xuv 5oo also 7 seater personally feel going f read
"No Customer Support Is Available For Kia
I took delivery of Kia Seltos diesel automatic and before I reached home driving 15 Kms, I encountered the following issues: 1. Burning smell from hornet, 2. Oil spill over engine cover, 3. Excessive heat from front grill When I asked my dealer , he was cool enough to tell I will raise an issue with his service department.  Read More","Oct 15, 2019",1,cardekho.com,Kia,-0.7351,customer support available took delivery diesel automatic reached home driving 15 kms encountered following issues 1 burning smell hornet 2 oil spill engine cover 3 excessive heat front grill asked dealer cool enough tell raise issue service department read
"Waste of money and time
Worst car ever I have experienced. Price is too much, you get better features even at a lesser price. It has the worst interior plastic quality. I myself owned the Kia Seltos HTK Plus variant. You can't drive at night the fog is putting up very fast very disappointed with this car. Read More","Oct 08, 2019",1,cardekho.com,Kia,-0.9513,waste money time worst ever experienced price much get better features even lesser price worst interior plastic quality owned htk plus variant drive night fog putting fast disappointed read
"Only Top Model Is Worth
Kia Seltos is a feature boosted car, but all the features are available in the petrol GT line 1.4 Ltr turbocharged engine and only one diesel top variant engine. They could give some of the features in lower variants also. Read More","Oct 03, 2019",3,cardekho.com,Kia,0.4853,top model worth feature boosted features available petrol gt line 1 4 ltr turbocharged engine one diesel top variant engine could give features lower variants also read
"Totally different from expectations
Kia Seltos has very bad quality interiors plastic, front grill is of plastic. The inner space id good, good seat comfort, and the pick up is good in petrol model.","Sep 29, 2019",2,cardekho.com,Kia,0.2975,totally different expectations bad quality interiors plastic front grill plastic inner space id good good seat comfort pick good petrol model
"No safety for diesel HT line automatic top model
2 airbags are the minimum safety but even the top variants of HT line get the 2 airbags only, it is very disappointing. HTX+ diesel automatic whose ex-showroom price is 16lakh has only 2 airbags. This a deal-breaker for anyone looking for diesel automatic SUV. Kia provides a lot of fancy features but when it comes to essentials they lag. Read More","Sep 26, 2019",1,cardekho.com,Kia,-0.8966,safety diesel ht line automatic top model 2 airbags minimum safety even top variants ht line get 2 airbags disappointing htx diesel automatic whose ex showroom price 16lakh 2 airbags deal breaker anyone looking diesel automatic suv provides lot fancy features comes essentials lag read
"Music System Is Not Good
Kia Seltos : Speakers are not of good quality, very low volume, running is very good, mileage awesome, smooth and easy to drive, lights are the best part, but annoyed to see the volume of speakers. Read More","Sep 25, 2019",3,cardekho.com,Kia,0.0542,music system good speakers good quality low volume running good mileage awesome smooth easy drive lights best part annoyed see volume speakers read
"Price Is Too High
Kia Seltos is good but diesel engine should be more powerful and the price is also expensive because the middle-class family can only extend their budget to 14lakh and the expensive price of cars is the reason behind the auto sector low sales auto industry should think about Indian middle-class family. Read More","Sep 17, 2019",3,cardekho.com,Kia,0.4385,price high good diesel engine powerful price also expensive middle class family extend budget 14lakh expensive price cars reason behind auto sector low sales auto industry think indian middle class family read
"Overpriced Vehicle In Featured Variants
Kia Seltos is overpriced in featured variants and tech line features are not good to enjoy the vehicle. Boxy looks of the dashboard are not good, interior color combinations are not available, not luxurious interior. If we are driving near a hundred , mileage is coming down drastically. Families need sunroof for kids enjoyment and 6 airbags which a...Read More","Sep 17, 2019",3,cardekho.com,Kia,-0.7929,overpriced vehicle featured variants overpriced featured variants tech line features good enjoy vehicle boxy looks dashboard good interior color combinations available luxurious interior driving near hundred mileage coming drastically families need sunroof kids enjoyment 6 airbags read
"Dissatisfied As There Are Lack Of Safety Features
Kia Seltos gives huge disappointment for diesel variants, as no safety features at all compared to Price you pay to the vehicle , no hill hold, no brake assist, only two airbags, no ESC. This shocked me. Due to bad luck if something happens then there is a possibility of severe injury to your family. In short, I would go for other options from segm...Read More","Sep 16, 2019",3,cardekho.com,Kia,-0.9633,dissatisfied lack safety features gives huge disappointment diesel variants safety features compared price pay vehicle hill hold brake assist two airbags esc shocked due bad luck something happens possibility severe injury family short would go options segm read
"Worst Car
Kia Seltos is the worst car ever made, very poor plastic quality, Overpriced.  Jeep a long way ahead.","Sep 17, 2019",1,cardekho.com,Kia,-0.9501,worst worst ever made poor plastic quality overpriced long way ahead
"Pricy & Feature Full
Kia Seltos is pricy & feature full but not premium. Agree to many reviews on fiber quality in the interior dashboard, panoramic sunroof missing on Top End model. Beige interiors, really ??? Top-end should be all black. There are several great features and first in class but the price is sky-high. Ideally, placing top-end 30-50k below Hector was jus...Read More","Sep 14, 2019",2,cardekho.com,Kia,0.7206,pricy feature full pricy feature full premium agree many reviews fiber quality interior dashboard panoramic sunroof missing top end model beige interiors really top end black several great features first class price sky high ideally placing top end 30 50k jus read
"Good But Not Excellent
Kia Seltos is a good car with BS6 compliant engine, good legroom, drove GT line automatic felt suspensions are a bit hard, pick up is a bit less compared to other SUV like Creta, ford eco sport and felt extra loaded features just a kind of cosmetic attraction. Read More","Sep 16, 2019",3,cardekho.com,Kia,0.9666,good excellent good bs6 compliant engine good legroom drove gt line automatic felt suspensions bit hard pick bit less compared suv like creta ford eco sport felt extra loaded features kind cosmetic attraction read
"Poor Quality
Kia seltos is feature-rich but not quality rich. Quality of ride is very bad except GT model. The plastic used inside is very bad and the diesel version is having lag. Till 2500 rpm the engine is having lag. KIA is trying to impress the customers with features rather than good quality ride. Pricing is higher in the side and maintains cost will be h...Read More","Sep 13, 2019",1,cardekho.com,Kia,-0.9689,poor quality feature rich quality rich quality ride bad except gt model plastic used inside bad diesel version lag till 2500 rpm engine lag trying impress customers features rather good quality ride pricing higher side maintains cost h read
"Good But Not Premium
Kia Seltos is good by design but really low on quality when compared to creta or jeep. Jeep is way ahead on quality and that's the reason for the high price. Kia has been good on features list but doesn't include the core and premium feature like a panoramic sunroof, electronic parking brake, plastic quality, etc. Also the bodyweight or steel quali...Read More","Sep 13, 2019",1,cardekho.com,Kia,0.9634,good premium good design really low quality compared creta way ahead quality reason high price good features list include core premium feature like panoramic sunroof electronic parking brake plastic quality etc also bodyweight steel quali read
"Car Is Good But Not Premium
Kia Seltos is good by design but really low on quality when compared to Creta or jeep. Jeep is way ahead on quality and that's the reason for a high price. Kia has been good on features list but doesn't include the core and premium feature like a panoramic sunroof, electronic parking brake, plastic quality, etc. Also the bodyweight or steel quality...Read More","Sep 12, 2019",1,cardekho.com,Kia,0.9634,good premium good design really low quality compared creta way ahead quality reason high price good features list include core premium feature like panoramic sunroof electronic parking brake plastic quality etc also bodyweight steel quality read
"The Car is Overpriced
Kia Seltos is too overpriced and reason just some cosmetic features which don't matter much. Creta has got a better feel when driving, Creta is much smoother and has better suspensions. Kia Seltos top variants are too overpriced, looks are really good but are it worth spending so much just on looks. Read More","Sep 12, 2019",1,cardekho.com,Kia,0.3631,overpriced overpriced reason cosmetic features matter much creta got better feel driving creta much smoother better suspensions top variants overpriced looks really good worth spending much looks read
"Good By Looks But Bad By Quality
Kia Seltos: Pros: 1. Pretty slick design, which stands out from the rest 2. BS6 compliant already 3. The dashboard looks good by design inside. Cons: 1. The plastic quality in lower variants is quite cheap. 2. The seats are not comfortable at all.. Front seats feel quite low on-road, while back seats miss on the thigh support. 3. Features provide...Read More","Sep 11, 2019",2,cardekho.com,Kia,-0.8497,good looks bad quality pros 1 pretty slick design stands rest 2 bs6 compliant already 3 dashboard looks good design inside cons 1 plastic quality lower variants quite cheap 2 seats comfortable front seats feel quite low road back seats miss thigh support 3 features provide read
"Overpriced and Overhyped
Kia Seltos is no doubt good, I drove it. Some of the features are in the Top model of the GT line only, which is a petrol variant. Like HOD display. Other talked-about features include air-cooled seats, Bose music system, sunroof, 360-degree camera. But one must remember more the features more will be your maintenance cost. Also, 18lacs for a 5 sea...Read More","Sep 09, 2019",1,cardekho.com,Kia,0.0172,overpriced overhyped doubt good drove features top model gt line petrol variant like hod display talked features include air cooled seats bose music system sunroof 360 degree camera one must remember features maintenance cost also 18lacs 5 sea read
"Over Priced Car
I test drove Kia Seltos, no doubt it's a good car with lots of features. But these are mostly cosmetic features. It doesn't make sense to pay 18lac for a 5 seater. Also, the features would have a maintenance cost attached to them. Read More","Sep 08, 2019",1,cardekho.com,Kia,-0.5574,priced test drove doubt good lots features mostly cosmetic features make sense pay 18lac 5 seater also features would maintenance cost attached read
"Overpriced In The Segment
Price is too much for the top model of Kia Seltos, hence no fun of buying the lower models as nothing new is provided in lower models. Too much-priced car.","Sep 08, 2019",2,cardekho.com,Kia,-0.6908,overpriced segment price much top model hence fun buying lower models nothing new provided lower models much priced
"Worst Remote Control Key
Kia Seltos - The only time the remote control key worked was at the time of the car delivery yesterday. Once out of the showroom it never worked again. When asked they say software problem, once updated it'll be fine. It was such an insult after buying this car. They don't even have a basic sense to check everything first and then deliver the produ...Read More","Sep 06, 2019",1,cardekho.com,Kia,-0.926,worst remote control key time remote control key worked time delivery yesterday showroom never worked asked say software problem updated fine insult buying even basic sense check everything first deliver produ read
"My Big Mistake
I bought Kia Seltos HTX+ Diesel 18.8 Lakh in Bangalore but my friend bought EcoSport Sports Edition Diesel for 14 lakh but it offers better safety features and more driving pleasure than Kia Kia Seltos. Service cost is 50% leas than SELTOS. I made a bigger mistake in my life. I realized after driving my friend's EcoSport back to back. It's really f...Read More","Sep 08, 2019",1,cardekho.com,Kia,-0.1735,big mistake bought htx diesel 18 8 lakh bangalore friend bought ecosport sports edition diesel 14 lakh offers better safety features driving pleasure service cost 50 leas made bigger mistake life realized driving friend ecosport back back really f read
"Big Mistake
Kia Seltos has good features but just in the top model and top model isn't worth spending so much. The venue gives better pricing compared to seltos. Playing with the design model wise is the biggest mistake Kia has done. Led DRL unavailable in base models to 3. Even Tyres are different. 16inch tyre only in the top model. Read More","Sep 06, 2019",1,cardekho.com,Kia,0.3718,big mistake good features top model top model worth spending much venue gives better pricing compared playing design model wise biggest mistake done led drl unavailable base models 3 even tyres different 16inch tyre top model read
"Overpriced Car
Kia Seltos is highly overpriced. The base model price of 9.7L is just to bring customers in. Higher automatic model price is double the base model price. E.g. Creta base vs top model price is higher by 60% only. Topmost model price is still not revealed, which will be even higher. Read More","Sep 04, 2019",2,cardekho.com,Kia,-0.5267,overpriced highly overpriced base model price 9 7l bring customers higher automatic model price double base model price e g creta base vs top model price higher 60 topmost model price still revealed even higher read
"Too Much Hype
Kia Seltos - Too much hype for a 1500 cc car. It price gap between the base and top model are incomparable.","Sep 02, 2019",1,cardekho.com,Kia,-0.5267,much hype much hype 1500 cc price gap base top model incomparable
"Price Is Not Relevant
Kia Seltos is not for the Indian market. I think so but it's the price for Indian market are so relevant that's why some people are going to purchase","Sep 02, 2019",1,cardekho.com,Kia,0.2924,price relevant indian market think price indian market relevant people going purchase
"Pricing Is Too High
I booked the Kia Seltos but now I change my mood because of pricing. It's a new company & there is no comparison with MG & Harrier Because Both SUV has more space than Kia Seltos. Read More","Sep 01, 2019",2,cardekho.com,Kia,-0.9042,pricing high booked change mood pricing new company comparison harrier suv space read
"Confusing Models Of - Kia Seltos
Only top-end models have some features which too are overpriced. Also, they don't have GTX+ in automatic, that can offer all the features. Some high-end models miss ventilated seats, some miss 360 camera. They do not have a model which offers everything in spite of confusing model lineup. The top-end model currently on offer is way inferior to the ...Read More","Sep 01, 2019",1,cardekho.com,Kia,-0.936,confusing models top end models features overpriced also gtx automatic offer features high end models miss ventilated seats miss 360 camera model offers everything spite confusing model lineup top end model currently offer way inferior read
"Nice Car But Need Some Improvments
Most of the reviews for Kia Seltos are based on looks or options of features. Very few actual users. I didn't like the display which seems to be a misfit in place. The back seat could have been a bit more supportive. The reviews are seems to overrate. Read More","Sep 01, 2019",3,cardekho.com,Kia,-0.6514,nice need improvments reviews based looks options features actual users like display seems misfit place back seat could bit supportive reviews seems overrate read
"Prices Are Not Fair;
Kia Seltos - HTED and HTKD diesel variant have a price difference of  2 lakh whereas HTE and HTK petrol version only 50k difference for same feature difference is clear, the company are cheating on people. Read More","Aug 30, 2019",1,cardekho.com,Kia,0.1043,prices fair hted htkd diesel variant price difference 2 lakh whereas hte htk petrol version 50k difference feature difference clear company cheating people read
"Not Good;
Kia Seltos - Making fool if you compare the base model to top model, price is almost double and looking to the current scenario we neither ignore safety nor avoid upgraded technology and in such case few better options are available. Read More","Aug 30, 2019",2,cardekho.com,Kia,0.5312,good making fool compare base model top model price almost double looking current scenario neither ignore safety avoid upgraded technology case better options available read
"Takes Indian Customers For Granted - Kia
Kia Seltos is just a hype. Who wants these unending gizmos. It's a car not worth the price. Moreover, the way Kia has handled clients, booking process, brochures etc are all worst experience. Look at the cheap doors, inside lock buttons etc they're way too substandard. Better stay away from such a product. Read More","Aug 29, 2019",1,cardekho.com,Kia,-0.9378,takes indian customers granted hype wants unending gizmos worth price moreover way handled clients booking process brochures etc worst experience look cheap doors inside lock buttons etc way substandard better stay away product read
"Just Disappointed
Kia Seltos is only hype, for me, it's just a waste and we should also explore other brands like Hyundai, Tata. Highly disappointed with the price of this car.","Aug 30, 2019",1,cardekho.com,Kia,-0.8999,disappointed hype waste also explore brands like hyundai tata highly disappointed price
"One Of The Best Car;
Kia Seltos is one of the best cars in this segment. But Hyundai Creta is leading in India in this segment.","Aug 29, 2019",2,cardekho.com,Kia,0.3818,one best one best cars segment hyundai creta leading india segment
"Best In The Segment;
 Kia Seltos is the best car in the segment. It has better interiors, best music system. Looks of this car are better than other cars in this segment.","Aug 27, 2019",3,cardekho.com,Kia,0.9349,best segment best segment better interiors best music system looks better cars segment
"Awfully Priced
Pricing for diesel is awful, the first variant difference in petrol and diesel is just 30,000 and from the second variant onwards the difference gets to Rs.1,00,000. Conclusion: just keep starting price cheap this has been done by Kia. Comparing the price of the last variant it is the most expensive car in this segment. Read More","Aug 25, 2019",2,cardekho.com,Kia,-0.802,awfully priced pricing diesel awful first variant difference petrol diesel 30 000 second variant onwards difference gets rs 1 00 000 conclusion keep starting price cheap done comparing price last variant expensive segment read
"Just Normal;
Kia Seltos is not up to the expectations. just too many engine options, the features were exaggerated too much prior to launch.","Aug 24, 2019",3,cardekho.com,Kia,-0.6808,normal expectations many engine options features exaggerated much prior launch
"The New Launch: Kia Seltos
Kia is a new company. It has launched its new car Seltos in India. Features of the car are good. Mainly the sound and lights. And the engine's space is also good.","Aug 23, 2019",1,cardekho.com,Kia,-0.4767,new launch new company launched new india features good mainly sound lights engine space also good
"Poor Mans Car!
Kia Seltos - Don't go with the hyp! Kia was crowned as a poor man's car. In India, it is showcasing as a premium car. Fit and finish is not as good as Tata harrier. Noisy cabin, cheap plastic is used. However, it deserves 3 stars for its look. In this price range, you can choose Tata harrier without having a second thought. Read More","Aug 23, 2019",2,cardekho.com,Kia,-0.9501,poor mans go hyp crowned poor man india showcasing premium fit finish good tata harrier noisy cabin cheap plastic used however deserves 3 stars look price range choose tata harrier without second thought read
"Price Is Too High;
Price bracket for Kia Seltos is too large. The base model is 9.69 and the top one is 15.99. Price of base and is cool. And specification doesn't vary too much. Only some additional features like Sunroof, alloy wheels, hud, and some other small features are different. So its a huge price gap between base and top. Read More","Aug 23, 2019",1,cardekho.com,Kia,0.5829,price high price bracket large base model 9 69 top one 15 99 price base cool specification vary much additional features like sunroof alloy wheels hud small features different huge price gap base top read
"Worst Car;
Worst experience with Kia Seltos, there is no drive modes in diesel automatic and not good safety features like airbags as it gives only 2 airbags in the top diesel model. Tata Harrier is giving 6 airbags. Read More","Aug 22, 2019",2,cardekho.com,Kia,-0.9279,worst worst experience drive modes diesel automatic good safety features like airbags gives 2 airbags top diesel model tata harrier giving 6 airbags read
"Price Is Too HIgh;
Kia Seltos price is too high if the top variant can below 16 lakh then it could be no.1. car in the segment. Desperately now hector will be no1 and Tata harrier is no2 and Kia Seltos is no 3 position. Read More","Aug 22, 2019",1,cardekho.com,Kia,-0.9081,price high price high top variant 16 lakh could 1 segment desperately no1 tata harrier no2 3 position read
"Good Car;
I agree there are good features in Kia Seltos. New car of KIA but the price according to the product is very high, specification in the Diesel top end in which several features are also missing. Read More","Aug 22, 2019",3,cardekho.com,Kia,-0.3646,good agree good features new price according product high specification diesel top end several features also missing read
"Don't go with hype, just take test drive and then decide.
After looking at 5 star hype on internet of Kia Seltos, today I took test drive for KIA seltos. Simply not super almost like Breeza design n same built quality. About interiors only top end has Bose Speakers other variants have normal ones. No cold glove box or light even in top end Seltos. Most of the parts are not imported and manufacture in AP t...Read More","Aug 18, 2019",1,cardekho.com,Kia,-0.9296,go hype take test drive decide looking 5 star hype internet today took test drive simply super almost like breeza design n built quality interiors top end bose speakers variants normal ones cold glove box light even top end parts imported manufacture ap read
"No Hopes For AMT Buyers;
Kia Seltos is a total disappointment for AMT buyers as HTX & GTX variant costs 18-18.5lakh on-road Mumbai (HTK+ variant Doesn't justify its 15lakh on-road Mumbai price tag). Better to opt for Creta AMT & save a lakh or wait for Tata harrier AMT & save some funds meanwhile. Read More","Aug 22, 2019",1,cardekho.com,Kia,0.34,hopes amt buyers total disappointment amt buyers htx gtx variant costs 18 18 5lakh road mumbai htk variant justify 15lakh road mumbai price tag better opt creta amt save lakh wait tata harrier amt save funds meanwhile read
"Do Not Go By Bookes And Promises;
Don't just go by books and promises. I seriously doubt automatic versions of Kia Seltos as mileage claimed versus actual performance may have a huge difference. I suspect that diesel won't give more than 10-11 km/l and petrol won't go beyond 9 km/l.     Read More","Aug 22, 2019",3,cardekho.com,Kia,-0.4767,go bookes promises go books promises seriously doubt automatic versions mileage claimed versus actual performance may huge difference suspect diesel give 10 11 km l petrol go beyond 9 km l read
"Not as good as hiked on internet - Kia Seltos
The iron sheet is very thin. Seems like the company did a compromise with quality to provide the cheapest Kia. The gap between suspensions and tyres is very low so there is a high possibility of getting damaged when it passes through the Indian speed breakers. Variant distribution is not proper. What does mean to launch 8 variants? Or HT variant is...Read More","Aug 07, 2019",2,cardekho.com,Kia,-0.9237,good hiked internet iron sheet thin seems like company compromise quality provide cheapest gap suspensions tyres low high possibility getting damaged passes indian speed breakers variant distribution proper mean launch 8 variants ht variant read
"Lease electric car ok
It is a new generation's electric car. Best in its segment.","Aug 10, 2019",1,cardekho.com,Kia,0.7506,lease electric ok new generation electric best segment
"Lovely car
The car comes with very good looks, engine power, and other features are same as Mahindra XUV 300. The pricing of the car should be less than Mahindra XUV 300 or else it will be hard to compete in the Indian market. Read More","Jul 11, 2019",3,cardekho.com,Kia,0.7645,lovely comes good looks engine power features mahindra xuv 300 pricing less mahindra xuv 300 else hard compete indian market read
"A Nice Car
The looks are really stylish. It gives a comfortable driving experience. The engine is very smooth. ","Jun 25, 2019",2,cardekho.com,Kia,0.7269,nice looks really stylish gives comfortable driving experience engine smooth
Exterior Really great and looks good compared to SUV's in the same league.,"January 04, 2018",3,carwale.com,Jeep,0.807,exterior really great looks good compared suv league
"I bought a Jeep Compass on 28/1/2018 and yesterday on 04/02/2018 my car got broke down on the highway some where around 200 km away from my home. i don't know how a new car started vibrating and it was making noise, it was so humiliating and embarrassing for me  because i was with my family and relatives on a holiday trip and then this happened to me,  my cousins were making jokes and laughing on the car (On ME), the company dealer is saying that they have identified the problem and resolved it but i am so pissed off with the car that i don't want it back, so either you buy back the car and give me my money back or either give me a new piece because if the product is doing this within 7 days of purchase than I am sorry but I don't have any future expectations with this.    so just looking into this matter and resolve my issue because i don't expected this sort of CHEAP performance from a company like JEEP   samarth jain meerut","February 06, 2018",2,carwale.com,Jeep,-0.6497,bought 28 1 2018 yesterday 04 02 2018 got broke highway around 200 km away home know new started vibrating making noise humiliating embarrassing family relatives holiday trip happened cousins making jokes laughing company dealer saying identified problem resolved pissed want back either buy back give money back either give new piece product within 7 days purchase sorry future expectations looking matter resolve issue expected sort cheap performance company like samarth jain meerut
"We brought a jeep compass about 20 days back.  On receiving the vehicle, there was a constant clatter from the front pair of doors or panels.  On reporting this, they took the vehicle to the workshop promptly, reporting post return, the issue has been resolved.  In turn, while one door, the noise had dampened, though not eradicated, on the other door, the sound had increased.  Now I have to myself try multiple maneuvres to try and reduce the noise.  The staff were helpful in the showroom but frankly, they are sales people and they could hardly make out the real issue.  Now I am still awaiting a call from their Pune office to correct the issue and mind you, this is only 28 days post buying the vehicle.","July 17, 2018",2,carwale.com,Jeep,0.4215,brought 20 days back receiving vehicle constant clatter front pair doors panels reporting took vehicle workshop promptly reporting post return issue resolved turn one door noise dampened though eradicated door sound increased try multiple maneuvres try reduce noise staff helpful showroom frankly sales people could hardly make real issue still awaiting call pune office correct issue mind 28 days post buying vehicle
"Exterior Head turner, stunning looks, Strongly built, very heavy as well. Front Grill with Jeep Brand stands out. started loving bad roads now (bangalore). Great presense on the road.","November 15, 2017",4,carwale.com,Jeep,0.8901,exterior head turner stunning looks strongly built heavy well front grill brand stands started loving bad roads bangalore great presense road
"I am facing the death wobble issue in my NEW Jeep compass, I was near to hump and applied break and the car started shaking violently. This is a terrible issue and can cause accidents. ","April 19, 2018",4,carwale.com,Jeep,-0.93,facing death wobble issue new near hump applied break started shaking violently terrible issue cause accidents
"Before I start the detailed review, let me express a concern over the genuinity of the reviews posted by people who don't own the vehicle. For those who go by cumulative rating, 3.5 stars seems way too less. But the fact is that some of the disgruntled users who had issues with dealerships had a major hand in the same.","April 19, 2018",4,carwale.com,Jeep,0.6486,start detailed review let express concern genuinity reviews posted people vehicle go cumulative rating 3 5 stars seems way less fact disgruntled users issues dealerships major hand
I am an Air Force Officer and was impressed by the Jeep 4X4 month offer and went to a dealer in Bangalore for enquiring about the same. I had carried my cheque book to book the vehicle in anticipation of an honest interaction with the sales person.,"April 20, 2018",2,carwale.com,Jeep,0.7783,air force officer impressed 4x4 month offer went dealer bangalore enquiring carried cheque book book vehicle anticipation honest interaction sales person
